playerid,name,mlb,pos,vpos,age,pts,par,base_value,league_value,salary,surplus,arb,keeper_salary,keeper_surplus,keeper_npv,cut_gain,owner
30085,Ben Casparius,LAD,RP,RP,27,248.5,-81.7,1,,,,,,,,,FA
23488,Ron Marinaccio,MIN,RP,RP,30,153.7,-157.0,1,,,,,,,,,FA
23313,José Buttó,SFG,RP,RP,28,326.9,-19.5,1,,,,,,,,,FA
21584,Tristan Beck,SFG,RP,RP,30,76.1,-218.6,1,,,,,,,,,FA
29114,Jedixson Paez,BOS,RP,RP,22,202.3,-118.4,1,,,,,,,,,FA
24914,Lazaro Estrada,TOR,RP,RP,27,129.3,-176.3,1,,,,,,,,,FA
12972,Joe Ross,TEX,RP,RP,33,134.4,-172.3,1,,,,,,,,,FA
29934,Riley Martin,CHC,RP,RP,28,84.6,-211.8,1,,,,,,,,,FA
26443,Sam Aldegheri,LAA,RP,RP,24,57.9,-233.0,1,,,,,,,,,FA
29519,Gordon Graceffo,STL,RP,RP,26,176.1,-139.2,1,,,,,,,,,FA
26257,Joey Estes,ATH,RP,RP,24,104.9,-195.7,1,,,,,,,,,FA
16507,Dan Altavilla,,RP,RP,33,154.7,-156.2,1,,,,,,,,,FA
33834,Andrew Walters,CLE,RP,RP,25,161.9,-150.5,1,,,,,,,,,FA
18413,José Urquidy,CHW,SP,SP,31,209.6,-335.3,1,,,,,,,,,FA
29615,Kyle Backhus,PHI,RP,RP,28,216.7,-107.0,1,,,,,,,,,FA
30145,Dylan Smith,SFG,RP,RP,26,82.4,-213.6,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Peel A Section
16814,Tim Hill,NYY,RP,RP,36,283.1,-54.2,1,,,,,,,,,FA
23162,Eduarniel Núñez,CHC,RP,RP,27,191.0,-127.4,1,,,,,,,,,FA
15488,Antonio Senzatela,MIL,SP,SP,31,261.5,-284.7,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Knowznothin
22176,Easton McGee,KCR,RP,RP,28,138.0,-169.4,1,,,,,,,,,FA
20023,Rico Garcia,BAL,RP,RP,32,255.2,-76.4,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Providence Grays
26790,Angel Chivilli,NYY,RP,RP,23,95.2,-203.4,1,,,,,,,,,FA
25420,Ryan Zeferjahn,CHC,RP,RP,28,224.1,-101.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Iron 
31815,Cade Gibson,MIA,RP,RP,28,152.2,-158.2,1,,,,,,,,,FA
12760,Rafael Montero,,RP,RP,35,97.5,-201.6,1,,,,,,,,,FA
15552,Chad Green,,RP,RP,35,103.5,-196.8,1,,,,,,,,,FA
21544,Chase Shugart,PHI,RP,RP,29,126.6,-178.5,1,,,,,,,,,FA
26191,Kade Strowd,ARI,RP,RP,28,122.7,-181.6,1,,,,,,,,,FA
16233,Tejay Antone,CIN,RP,RP,32,91.3,-206.5,1,,,,,,,,,FA
13942,Brent Suter,ATL,RP,RP,36,263.6,-69.7,1,,,,,,,,,FA
22932,Prelander Berroa,CHW,RP,RP,26,120.7,-183.2,1,,,,,,,,,FA
12808,Mike Clevinger,,RP,RP,35,190.1,-128.1,1,,,,,,,,,FA
24710,Luis Curvelo,TEX,RP,RP,25,137.8,-169.6,1,,,,,,,,,FA
30081,Tyler Samaniego,BOS,RP,RP,27,89.3,-208.1,1,,,,,,,,,FA
sa3017383,Garrett Hawkins,SDP,RP,RP,26,120.0,-183.7,1,,,,,,,,,FA
30226,Spencer Bivens,SFG,RP,RP,32,157.9,-153.6,1,,,,,,,,,FA
31850,Cade Winquest,STL,RP,RP,26,204.8,-116.4,1,,,,,,,,,FA
29542,Andre Granillo,DET,RP,RP,26,208.0,-113.9,1,,,,,,,,,FA
22915,Carlos Vargas,SEA,RP,RP,26,263.2,-70.0,1,,,,,,,,,FA
29754,Sam Bachman,LAA,RP,RP,26,270.1,-64.6,1,,,,,,,,,FA
21656,Kervin Castro,NYY,RP,RP,27,137.2,-170.1,1,,,,,,,,,FA
19274,Jacob Webb,CHC,RP,RP,32,240.6,-88.0,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,The Northsiders
17948,Trent Thornton,CHC,RP,RP,32,83.7,-212.6,1,,,,,,,,,FA
31883,Troy Taylor,SEA,RP,RP,24,117.7,-185.6,1,,,,,,,,,FA
29633,Andrew Hoffmann,PHI,RP,RP,26,270.3,-64.4,1,,,,,,,,,FA
17755,Drew Smith,,RP,RP,32,137.5,-169.8,1,,,,,,,,,FA
31953,Riley Cornelio,WSN,RP,RP,26,60.5,-231.0,1,,,,,,,,,FA
25651,Ty Adcock,SDP,RP,RP,29,97.2,-201.8,1,,,,,,,,,FA
25921,Casey Legumina,TBR,RP,RP,29,220.6,-103.9,1,,,,,,,,,FA
31936,Samy Natera Jr.,LAA,RP,RP,26,82.9,-213.2,1,,,,,,,,,FA
27481,Cole Wilcox,SEA,RP,RP,26,100.1,-199.5,1,,,,,,,,,FA
sa3011733,Ryan Harbin,PIT,RP,RP,24,83.9,-212.4,1,,,,,,,,,FA
20151,James Karinchak,ATL,RP,RP,30,135.1,-171.7,1,,,,,,,,,FA
21132,Alexis Díaz,TEX,RP,RP,29,82.9,-213.2,1,,,,,,,,,FA
31880,Alex Hoppe,BAL,RP,RP,27,92.6,-205.5,1,,,,,,,,,FA
31612,Carson Palmquist,WSN,RP,RP,25,99.5,-200.0,1,,,,,,,,,FA
20827,Michael Petersen,MIA,RP,RP,32,190.9,-127.4,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
21924,Juan Morillo,ARI,RP,RP,27,235.3,-92.2,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Barreled Souls
29357,Walbert Ureña,LAA,RP,RP,22,138.5,-169.0,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
21549,Jackson Kowar,BAL,RP,RP,29,99.2,-200.2,1,,,,,,,,,FA
27407,Rolddy Muñoz,ATL,RP,RP,26,78.4,-216.8,1,,,,,,,,,FA
27271,Juan Burgos,ARI,RP,RP,26,79.9,-215.6,1,,,,,,,,,FA
31615,William Kempner,MIA,RP,RP,25,89.9,-207.6,1,,,,,,,,,FA
23426,Max Lazar,PHI,RP,RP,27,113.0,-189.3,1,,,,,,,,,FA
20353,Steven Wilson,TBR,RP,RP,31,153.1,-157.5,1,,,,,,,,,FA
27583,Garrett Acton,MIN,RP,RP,28,73.7,-220.5,1,,,,,,,,,FA
27753,Bailey Horn,DET,RP,RP,28,122.0,-182.1,1,,,,,,,,,FA
26213,Caleb Kilian,PHI,RP,RP,29,278.9,-57.6,1,,,,,,,,,FA
31571,Paul Gervase,LAD,RP,RP,26,122.7,-181.6,1,,,,,,,,,FA
25620,Luis Mey,CIN,RP,RP,25,114.9,-187.8,1,,,,,,,,,FA
31942,Cameron Foster,BAL,RP,RP,27,113.1,-189.2,1,,,,,,,,,FA
33785,Josh Ekness,MIA,RP,RP,24,77.7,-217.3,1,,,,,,,,,FA
26020,Seth Johnson,ATH,RP,RP,27,67.1,-225.7,1,,,,,,,,,FA
22461,Logan Gillaspie,SDP,RP,RP,29,93.3,-204.9,1,,,,,,,,,FA
29271,Yilber Díaz,DET,RP,RP,25,80.3,-215.3,1,,,,,,,,,FA
16427,Scott Blewett,ATH,RP,RP,30,88.7,-208.6,1,,,,,,,,,FA
23479,Cam Sanders,BAL,RP,RP,29,116.6,-186.4,1,,,,,,,,,FA
21863,George Soriano,STL,RP,RP,27,268.5,-65.8,1,,,,,,,,,FA
sa3004006,Robinson Ortiz,SEA,RP,RP,26,133.8,-172.8,1,,,,,,,,,FA
31870,Matt Pushard,MIA,RP,RP,28,193.5,-125.4,1,,,,,,,,,FA
25427,Gavin Hollowell,CHC,RP,RP,28,112.0,-190.1,1,,,,,,,,,FA
26482,Jayden Murray,CHC,RP,RP,29,87.6,-209.5,1,,,,,,,,,FA
12791,Michael Kelly,,RP,RP,33,255.0,-76.5,1,,,,,,,,,FA
sa3017609,Austin Love,STL,RP,RP,27,77.7,-217.3,1,,,,,,,,,FA
29521,Ryan Loutos,SEA,RP,RP,27,89.3,-208.1,1,,,,,,,,,FA
31610,Zach Maxwell,CIN,RP,RP,25,141.0,-167.1,1,,,,,,,,,FA
25311,Roddery Muñoz,HOU,RP,RP,26,234.0,-93.2,1,,,,,,,,,FA
11691,Tyron Guerrero,BOS,RP,RP,35,89.0,-208.3,1,,,,,,,,,FA
22113,Cole Winn,TEX,RP,RP,26,293.6,-45.9,1,,,,,,,,,FA
31865,Peyton Pallette,CHW,RP,RP,25,186.5,-130.9,1,,,,,,,,,FA
26353,Marc Church,TEX,RP,RP,25,88.2,-209.0,1,,,,,,,,,FA
19695,Connor Seabold,KCR,RP,RP,30,204.2,-116.9,1,,,,,,,,,FA
29628,Alek Jacob,SDP,RP,RP,28,117.5,-185.7,1,,,,,,,,,FA
18554,Enmanuel De Jesus,DET,RP,RP,29,194.2,-124.8,1,,,,,,,,,FA
22200,Ryan Rolison,CHC,RP,RP,28,121.7,-182.4,1,,,,,,,,,FA
30231,Carter Baumler,TEX,RP,RP,24,183.9,-133.0,1,,,,,,,,,FA
26419,Bradley Blalock,MIA,RP,RP,25,82.4,-213.6,1,,,,,,,,,FA
26247,Orlando Ribalta,WSN,RP,RP,28,173.5,-141.3,1,,,,,,,,,FA
19976,Tyson Miller,,RP,RP,30,72.4,-221.5,1,,,,,,,,,FA
20203,Eli Morgan,NYY,RP,RP,30,115.3,-187.5,1,,,,,,,,,FA
26349,Gavin Collyer,TEX,RP,RP,25,89.8,-207.7,1,,,,,,,,,FA
27662,Christian Roa,HOU,RP,RP,27,170.2,-143.9,1,,,,,,,,,FA
26641,Wikelman González,MIA,RP,RP,24,175.6,-139.6,1,,,,,,,,,FA
27570,Cole Henry,WSN,RP,RP,26,317.3,-27.1,1,,,,,,,,,FA
28052,Brandan Bidois,MIA,RP,RP,25,204.1,-117.0,1,,,,,,,,,FA
7836,Hunter Strickland,,RP,RP,37,96.5,-202.4,1,,,,,,,,,FA
21951,Joel Peguero,SFG,RP,RP,29,188.4,-129.4,1,,,,,,,,,FA
24203,Luis Peralta,CHC,RP,RP,25,124.6,-180.1,1,,,,,,,,,FA
31552,Zach Agnos,COL,RP,RP,25,225.8,-99.7,1,,,,,,,,,FA
