Name,OttoneuID,"FG MajorLeagueID","FG MinorLeagueID","MLB Org",Position(s),"Avg Salary","Median Salary","Min Salary","Max Salary","Last 10",Roster%
"Seth Hernandez",47555,,sa3069247,"PIT A+",SP,$2.59,$2.00,$1,$8,$3.80,100
"Casey Schmitt",38383,27577,sa3014484,SFG,1B/2B/3B/OF,$2.59,$2.00,$1,$9,$3.50,98.305
"Michael Arroyo",41180,30384,sa3018429,SEA,2B/OF,$2.58,$1.50,$1,$8,$3.60,61.017
"Mike Sirota",46289,,sa3042374,"LAD AA",OF,$2.57,$2.00,$1,$11,$3.30,89.831
"Kumar Rocker",42110,31843,sa3020827,TEX,SP,$2.57,$1.00,$1,$11,$2.40,89.831
"Kaelen Culpepper",45881,35111,sa3025360,MIN,SS,$2.56,$2.00,$1,$7,$4.00,96.61
"Jake Bauers",18522,15194,sa737848,MIL,1B/OF/RP,$2.56,$2.00,$1,$8,$3.80,100
"Gavin Stone",38562,27792,sa3014810,LAD,SP/RP,$2.56,$1.00,$1,$8,$1.70,15.254
"Jake Cronenworth",22004,18036,sa857694,SDP,1B/2B/SS,$2.55,$2.00,$1,$7,$1.80,18.644
"Elmer Rodriguez",41901,31811,sa3019459,NYY,SP,$2.53,$2.00,$1,$9,$2.00,32.203
"J.T. Realmuto",14864,11739,sa548255,PHI,C,$2.52,$2.00,$1,$9,$2.20,42.373
"Chase Dollander",44512,33482,sa3023361,COL,SP/RP,$2.51,$2.00,$1,$8,$1.90,66.102
"Aidan Miller",44052,,sa3022609,"PHI AA",SS,$2.51,$2.00,$1,$6,$2.20,76.271
"Franklin Arias",43569,,sa3021845,"BOS AAA",SS,$2.51,$2.00,$1,$7,$2.90,100
"Druw Jones",42105,,sa3020676,"ARI AA",OF,$2.50,$2.50,$2,$3,$1.70,3.39
"Jake Irvin",35618,21504,sa3008223,WSN,SP,$2.50,$2.00,$1,$5,$1.20,6.78
"Michael McGreevy",40648,29869,sa3017598,STL,SP,$2.50,$2.00,$1,$10,$1.50,77.966
"Elvis Alvarado",33216,21662,sa919291,ATH,RP,$2.50,$3.00,$1,$4,$2.10,10.169
"Joe Boyle",38397,29608,sa3014498,"TBR AAA",SP/RP,$2.50,$2.00,$1,$6,$1.80,20.339
"Lance McCullers Jr.",18228,14120,sa657858,FA,SP,$2.50,$2.50,$2,$3,$1.80,3.39
"Aaron Bummer",29222,16258,sa599349,FA,RP,$2.50,$2.50,$2,$3,$1.20,3.39
"Kendry Chourio",46595,,sa3067545,"KCR A+",SP,$2.50,$2.50,$1,$4,$1.86,6.78
"Jhostynxon Garcia",39099,28142,sa3015523,"PIT AAA",OF,$2.50,$2.50,$1,$4,$1.90,3.39
"Josue De Paula",41342,,sa3018591,"LAD AA",OF,$2.49,$2.00,$1,$5,$2.70,100
"J.T. Ginn",38339,27889,sa3014428,ATH,SP/RP,$2.49,$2.00,$1,$7,$1.80,79.661
"Drew Sommers",42850,32026,sa3020885,DET,RP,$2.49,$2.00,$1,$9,$2.70,62.712
"Dean Kremer",31819,19350,sa876350,MIN,SP,$2.48,$2.00,$1,$8,$1.90,38.983
"Bryan Baker",31488,19804,sa739000,TBR,RP,$2.47,$2.00,$1,$7,$3.20,100
"Fernando Cruz",8550,7048,sa389855,NYY,RP,$2.47,$2.00,$1,$7,$1.80,32.203
"Christian Zazueta",41478,,sa3018867,"LAD AA",SP,$2.47,$1.00,$1,$8,$3.20,28.814
"Clayton Beeter",38428,27494,sa3014536,WSN,RP,$2.47,$2.00,$1,$8,$1.50,54.237
"Caleb Bonemer",46397,,sa3067043,"CHW AA",SS/3B,$2.47,$2.00,$1,$8,$3.20,76.271
"Mark Vientos",26857,22184,sa3004720,NYM,1B/3B,$2.47,$2.00,$1,$6,$2.50,25.424
"Pedro Ramirez",39406,29218,sa3015834,CHC,2B/3B,$2.47,$2.00,$1,$7,$3.50,72.881
"Reid Detmers",38328,27468,sa3014425,LAA,SP/RP,$2.46,$2.00,$1,$6,$2.60,100
"Jett Williams",42175,,sa3020134,"MIL AAA",2B/SS/3B/OF,$2.46,$2.00,$1,$6,$1.80,59.322
"Gabe Speier",19520,17170,sa738213,SEA,RP,$2.46,$2.00,$1,$5,$2.00,59.322
"Jarlin Susana",41419,30375,sa3018808,"WSN AA",SP,$2.45,$2.00,$1,$8,$2.30,67.797
"Jesus Sanchez",22331,19913,sa872787,TOR,OF,$2.45,$1.00,$1,$9,$1.50,49.153
"Charlie Condon",45715,,sa3025257,"COL AAA",1B/OF,$2.45,$2.00,$1,$6,$3.60,98.305
"Vahn Lackey",49511,,sa3035829,"MIN A+",Util,$2.45,$2.00,$1,$5,$1.80,49.153
"Louis Varland",37202,27691,sa3010572,TOR,RP,$2.42,$2.00,$1,$7,$3.70,100
"Hayden Wesneski",37235,27581,sa3010617,HOU,SP,$2.42,$1.50,$1,$9,$2.90,84.746
"Anthony Eyanson",47653,,sa3031104,"BAL AA",SP,$2.42,$2.00,$1,$7,$2.90,89.831
"Aaron Ashby",33672,23550,sa3007225,MIL,RP,$2.41,$2.00,$1,$6,$1.50,100
"Ryan Jeffers",33652,24618,sa3007051,MIN,C,$2.41,$2.00,$1,$8,$1.80,100
"Nick Martinez",18449,12730,sa599574,TBR,SP/RP,$2.40,$2.00,$1,$7,$2.50,96.61
"Shelby Miller",6289,10197,sa500730,CHC,RP,$2.40,$1.00,$1,$8,$1.50,8.475
"Mike Burrows",35811,24728,sa3008517,HOU,SP,$2.40,$1.50,$1,$7,$2.00,16.949
"Nathaniel Lowe",32765,19566,sa918283,CLE,1B,$2.40,$2.00,$1,$4,$1.40,8.475
"Nolan Arenado",12379,9777,sa500816,ARI,3B,$2.38,$1.00,$1,$15,$1.90,84.746
"Joshua Baez",40147,29596,sa3017022,STL,OF,$2.38,$2.00,$1,$8,$3.10,98.305
"Ryan Waldschmidt",45789,35061,sa3025261,ARI,OF,$2.38,$2.00,$1,$9,$3.80,98.305
"Adael Amador",38448,27962,sa3014682,COL,2B,$2.38,$1.00,$1,$7,$1.70,13.559
"Paul Sewald",23838,13892,sa658150,TOR,RP,$2.37,$2.00,$1,$6,$2.80,32.203
"Samad Taylor",32726,22274,sa918192,SDP,2B/OF,$2.36,$1.50,$1,$7,$1.90,23.729
"Andrew Vaughn",37469,26197,sa3011226,MIL,1B/3B,$2.35,$2.00,$1,$9,$1.80,67.797
"Edwin Uceta",33395,20539,sa921576,TBR,RP,$2.35,$2.00,$1,$5,$2.20,38.983
"Sean Burke",40568,29878,sa3017461,CHW,SP/RP,$2.34,$2.00,$1,$9,$3.00,100
"Tommy Troy",44014,33279,sa3022561,ARI,2B/OF,$2.33,$1.00,$1,$5,$2.00,5.085
"Craig Yoho",44315,33248,sa3023032,CLE,RP,$2.33,$2.00,$1,$4,$1.40,5.085
"Jose Fernandez",38854,28020,sa3015204,"ARI AAA",1B/SS/3B,$2.33,$1.00,$1,$5,$1.70,5.085
"Carlos Lagrange",41865,,sa3019390,"NYY AAA",SP/RP,$2.32,$2.00,$1,$8,$2.10,52.542
"Brett Bateman",44046,33312,sa3022603,TOR,OF,$2.32,$1.00,$1,$13,$2.40,64.407
"Griffin Conine",35928,21626,sa876060,MIA,1B/OF,$2.31,$1.00,$1,$9,$2.50,91.525
"Juan Morillo",32492,21924,sa917772,ARI,RP,$2.31,$2.00,$1,$6,$2.10,98.305
"Gavin Sheets",31572,19901,sa829797,SDP,1B/OF,$2.31,$2.00,$1,$6,$2.70,44.068
"Dominic Canzone",37536,26438,sa1115890,SEA,OF,$2.31,$1.00,$1,$7,$2.80,100
"Isaac Collins",36738,25477,sa3009884,KCR,OF,$2.30,$1.50,$1,$6,$1.50,16.949
"Jose Caballero",26915,23401,sa3004817,NYY,2B/SS/3B/OF,$2.30,$2.00,$1,$7,$2.90,79.661
"Tyler Mahle",19422,16358,sa737914,ATL,SP,$2.29,$2.00,$1,$6,$3.20,98.305
"Garrett Mitchell",38325,27555,sa3014438,MIL,OF,$2.29,$2.00,$1,$5,$2.90,93.22
"Jacob Latz",31505,21306,sa829008,TEX,SP/RP,$2.29,$2.00,$1,$7,$3.10,100
"Gavin Lux",32576,19955,sa917933,TBR,2B/3B/OF,$2.29,$1.00,$1,$5,$1.90,11.864
"Zach Thornton",44630,33891,sa3023505,NYM,SP,$2.28,$1.50,$1,$7,$1.90,77.966
"Bailey Ober",32966,21224,sa918555,MIN,SP,$2.28,$2.00,$1,$7,$2.10,49.153
"Erick Fedde",18534,17425,sa599293,CHW,SP/RP,$2.27,$1.00,$1,$8,$1.30,18.644
"Braxton Garrett",23723,21844,sa917923,"CHC AAA",SP/RP,$2.27,$2.00,$1,$4,$1.80,18.644
"Braydon Fisher",35436,24609,sa3007929,TOR,SP/RP,$2.27,$1.00,$1,$6,$1.10,18.644
"Felix Bautista",19242,20666,sa737480,BAL,RP,$2.27,$1.00,$1,$10,$2.00,74.576
"Tim Tawa",40251,29571,sa3016970,ARI,1B/2B/3B/OF,$2.27,$2.00,$1,$9,$3.10,25.424
"Justin Crawford",42428,31791,sa3020240,PHI,OF,$2.26,$2.00,$1,$6,$1.80,57.627
"TJ Rumfield",40496,29805,sa3017330,COL,1B,$2.26,$1.00,$1,$7,$3.10,96.61
"Kyle Leahy",35030,24763,sa3007241,STL,SP/RP,$2.25,$2.00,$1,$9,$2.10,93.22
"Ty Madden",40964,30140,sa3018141,"DET AAA",SP/RP,$2.25,$2.50,$1,$3,$1.80,6.78
"Hunter Barco",43911,33174,sa3022409,"PIT AAA",SP/RP,$2.25,$2.00,$1,$4,$1.80,6.78
"Kody Clemens",35487,20572,sa3008002,MIN,1B/2B/OF,$2.24,$1.00,$1,$9,$3.40,100
"Samy Natera Jr.",42830,31936,sa3020862,LAA,RP,$2.23,$2.00,$1,$6,$3.60,74.576
"Jacob Lopez",35696,25098,sa3008338,ATH,SP,$2.22,$1.00,$1,$9,$3.60,83.051
"Mike Yastrzemski",18383,14854,sa503161,ATL,OF,$2.22,$2.00,$1,$6,$1.50,15.254
"Eduardo Rodriguez",13335,13164,sa548722,ARI,SP,$2.20,$1.00,$1,$6,$2.00,100
"Harry Ford",40675,29958,sa3017627,WSN,C,$2.20,$2.00,$1,$4,$1.70,25.424
"Drew Anderson",30833,15130,sa658613,DET,SP/RP,$2.20,$1.00,$1,$9,$2.00,16.949
"Oswald Peraza",26213,22823,sa3003305,LAA,1B/2B/SS/3B,$2.20,$1.00,$1,$6,$1.50,16.949
"Javier Assad",33306,21741,sa920249,CHC,SP/RP,$2.20,$2.00,$1,$5,$2.10,8.475
"Yoendrys Gomez",26800,22872,sa3004650,MIN,SP/RP,$2.20,$2.00,$1,$9,$3.10,94.915
"Carmen Mlodzinski",38403,27572,sa3014505,PIT,SP/RP,$2.19,$2.00,$1,$6,$2.40,61.017
"Edgardo Henriquez",36539,26944,sa3009613,LAD,RP,$2.19,$2.00,$1,$5,$2.90,88.136
"Daniel Lynch IV",33669,21537,sa3007588,KCR,SP/RP,$2.19,$2.00,$1,$6,$1.90,54.237
"Joshua Kuroda-Grauer",45903,35121,sa3025386,ATH,2B/SS/3B,$2.18,$2.00,$1,$6,$2.70,64.407
"Yohandy Morales",44083,33361,sa3022672,WSN,1B/3B,$2.18,$1.00,$1,$6,$1.80,18.644
"Brayan Rocchio",33650,23690,sa3005898,CLE,2B/SS,$2.18,$2.00,$1,$9,$2.50,76.271
"Hagen Smith",45721,35205,sa3025544,CHW,SP/RP,$2.18,$2.00,$1,$5,$2.10,96.61
"Zyhir Hope",44114,,sa3022703,"DET AA",OF,$2.17,$2.00,$1,$5,$2.20,88.136
"Ben Brown",27074,23590,sa3005122,CHC,SP/RP,$2.17,$1.00,$1,$9,$2.40,98.305
"Mason Montgomery",40472,29770,sa3017306,PIT,SP/RP,$2.17,$2.00,$1,$6,$3.30,100
"Liam Hicks",40541,29844,sa3017400,TBR,C/1B,$2.17,$2.00,$1,$7,$3.30,100
"Jeremiah Jackson",35299,22239,sa3007740,BAL,2B/SS/3B/OF,$2.17,$1.00,$1,$6,$2.00,10.169
"Blaze Alexander",35300,23789,sa3007742,BAL,2B/SS/3B/OF,$2.16,$1.00,$1,$5,$2.40,52.542
"Rainiel Rodriguez",45018,,sa3023987,"STL AA",C/1B,$2.16,$2.00,$1,$7,$4.20,86.441
"Brandyn Garcia",44274,33568,sa3022951,ARI,RP,$2.16,$2.00,$1,$7,$2.40,98.305
"Riley O'Brien",26531,20348,sa3004210,STL,RP,$2.15,$2.00,$1,$6,$1.70,100
"Grant Holmes",18375,16944,sa828669,ATL,SP,$2.15,$1.00,$1,$11,$2.50,55.932
"Zach Eflin",23612,13774,sa657853,BAL,SP,$2.14,$1.00,$1,$11,$2.00,23.729
"Luis Pena",45090,,sa3024134,"MIL AA",2B/SS,$2.14,$2.00,$1,$6,$1.90,59.322
"Phil Maton",22809,18064,sa875251,CHC,RP,$2.14,$3.00,$1,$3,$1.70,11.864
"Alex McFarlane",42705,31773,sa3020633,PHI,SP/RP,$2.14,$1.00,$1,$5,$1.90,11.864
"Daniel Schneemann",34843,25180,sa3006936,CLE,2B/SS/3B/OF,$2.14,$1.00,$1,$5,$1.70,11.864
"Austin Martin",38323,27462,sa3014454,"MIN AAA",OF,$2.14,$3.00,$1,$3,$2.10,11.864
"Brandon Young",38661,27819,sa3014926,BAL,SP,$2.14,$2.00,$1,$5,$1.90,72.881
"Daniel Duarte",23311,17480,sa877364,NYM,SP/RP,$2.14,$1.50,$1,$7,$1.90,37.288
"Cristian Javier",22694,17606,sa874816,HOU,SP/RP,$2.14,$1.00,$1,$7,$2.60,37.288
"Karson Milbrandt",42716,,sa3020659,"MIA AAA",SP,$2.13,$2.00,$1,$5,$2.10,52.542
"Trevor Larnach",33622,21501,sa3008376,MIN,OF,$2.13,$1.00,$1,$8,$1.60,93.22
"Shawn Armstrong",18558,12857,sa598951,CLE,RP,$2.13,$1.00,$1,$6,$1.30,13.559
"Stephen Kolek",35475,21487,sa3007990,KCR,SP,$2.13,$1.00,$1,$7,$2.40,27.119
"Anthony Kay",33684,20387,sa738470,CHW,SP,$2.13,$1.00,$1,$7,$1.80,27.119
"Endy Rodriguez",35650,25332,sa3008272,PIT,C/1B,$2.13,$1.50,$1,$6,$2.40,40.678
"Dillon Dingler",38308,27464,sa3014528,DET,C,$2.12,$2.00,$1,$6,$3.10,100
"Spencer Horwitz",37091,26477,sa1115496,PIT,1B,$2.12,$1.00,$1,$8,$1.50,72.881
"Luis Lara",41265,30675,sa3018514,MIL,OF,$2.12,$1.50,$1,$7,$2.80,88.136
"Jaxon Wiggins",44703,,sa3023635,"CHC AAA",SP/RP,$2.11,$2.00,$1,$4,$2.00,15.254
"Blade Tidwell",42376,31701,sa3020177,SFG,SP/RP,$2.11,$1.00,$1,$6,$3.60,30.508
"Jake Burger",23809,22275,sa915698,TEX,1B,$2.11,$1.00,$1,$9,$1.30,47.458
"Ethan Holliday",47552,,sa3069100,"COL A",SS,$2.08,$2.00,$1,$5,$1.70,42.373
"Gage Wood",47920,,sa3045536,"PHI AA",SP,$2.08,$1.50,$1,$4,$2.50,44.068
"Vaughn Grissom",37320,26031,sa3010711,LAA,1B/2B/SS/3B,$2.07,$1.50,$1,$6,$1.50,47.458
"Jakob Junis",23787,13619,sa602414,TEX,RP,$2.07,$2.00,$1,$5,$2.00,47.458
"Mauricio Dubon",19649,16530,sa738378,ATL,2B/SS/3B/OF,$2.07,$1.00,$1,$6,$2.10,96.61
"Shane Drohan",38352,27814,sa3014447,MIL,SP/RP,$2.07,$1.00,$1,$7,$2.50,98.305
"Javier Sanoja",39140,28253,sa3015564,MIA,2B/SS/3B/OF/RP,$2.07,$1.00,$1,$6,$2.20,25.424
"Andrew Alvarez",40609,29914,sa3017531,WSN,SP/RP,$2.07,$1.00,$1,$7,$2.50,77.966
"Tyler Bremner",47554,,sa3027644,"LAA AA",SP,$2.06,$2.00,$1,$4,$2.10,27.119
"Ralphy Velazquez",44310,,sa3023013,"CLE AAA",1B/OF,$2.06,$2.00,$1,$7,$3.00,89.831
"DJ Herz",37942,26389,sa3011680,WSN,SP/RP,$2.05,$2.00,$1,$7,$1.90,32.203
"Nate Lavender",40854,30109,sa3017917,NYM,RP,$2.05,$2.00,$1,$10,$2.10,66.102
"Keider Montero",25866,22630,sa3002956,DET,SP/RP,$2.02,$2.00,$1,$6,$2.00,91.525
"Gregory Soto",19136,19677,sa737262,PIT,RP,$2.02,$2.00,$1,$5,$1.90,96.61
"Bradgley Rodriguez",39557,29107,sa3016035,SDP,RP,$2.02,$2.00,$1,$6,$2.90,96.61
"Peter Lambert",22676,17969,sa874771,HOU,SP,$2.02,$2.00,$1,$7,$1.90,100
"Brent Headrick",38093,27702,sa3011887,NYY,RP,$2.02,$1.00,$1,$7,$2.60,100
"Johan Oviedo",33424,22487,sa922365,BOS,SP,$2.00,$1.00,$1,$7,$1.90,15.254
"Ike Irish",47547,,sa3034445,"BAL A+",1B/OF,$2.00,$2.00,$2,$2,$1.80,1.695
"Kai-Wei Teng",35018,24282,sa3007229,HOU,SP/RP,$2.00,$1.00,$1,$5,$1.40,6.78
"Andrew Pinckney",44081,33357,sa3022670,"WSN ST",OF,$2.00,$2.00,$2,$2,$2.00,1.695
"AJ Russell",47842,,sa3041324,"TEX A+",SP,$2.00,$2.00,$2,$2,$1.50,1.695
"Nelson Rada",41172,,sa3018421,"LAA AAA",OF,$2.00,$2.00,$2,$2,$1.00,1.695
"Nick Yorke",38436,27504,sa3014546,"PIT AAA",2B/3B/OF,$2.00,$2.00,$2,$2,$1.70,3.39
"Drew Burress",49391,,sa3028100,"ATH A",OF,$2.00,$2.00,$1,$4,$1.60,22.034
"Adam Macko",37847,25590,sa3011555,TEX,SP/RP,$2.00,$2.00,$2,$2,$1.50,1.695
"Janson Junk",26807,23301,sa3004659,MIA,SP/RP,$2.00,$1.00,$1,$7,$1.80,35.593
"Ryan Kreidler",37217,25867,sa3010587,MIN,2B/SS/3B/OF,$2.00,$2.00,$2,$2,$1.50,1.695
"Hoby Milner",27458,13346,sa503539,SEA,RP,$2.00,$2.00,$2,$2,$1.70,1.695
"Jalen Beeks",20427,17192,sa827439,TEX,RP,$2.00,$2.00,$2,$2,$1.20,3.39
"Jake Meyers",26783,20308,sa3004621,"HOU AAA",OF,$2.00,$2.00,$1,$3,$1.50,3.39
"Daniel Espino",37812,25625,sa3011495,CLE,RP,$2.00,$2.00,$2,$2,$2.00,1.695
"Andre Pallante",37599,26108,sa3011186,STL,SP,$2.00,$1.00,$1,$6,$2.10,91.525
"Rico Garcia",33049,20023,sa918679,BAL,RP,$2.00,$2.00,$1,$5,$1.40,59.322
"Chris Martin",18455,11847,sa596330,"TEX AAA",RP,$2.00,$2.00,$2,$2,$1.60,1.695
"Elian Peña",46343,,sa3067674,"NYM A+",SS,$2.00,$2.00,$2,$2,$1.00,1.695
"Andruw Monasterio",21742,19455,sa830359,BOS,1B/2B/SS/3B,$2.00,$2.00,$1,$4,$1.80,8.475
"Adrian Houser",28712,12718,sa597779,SFG,SP/RP,$2.00,$1.00,$1,$4,$1.80,5.085
"Sawyer Gipson-Long",37837,26048,sa3011536,"DET AAA",SP/RP,$2.00,$2.00,$1,$3,$1.60,3.39
"Trevor McDonald",38056,26448,sa3011835,SFG,SP/RP,$2.00,$2.00,$1,$4,$2.00,16.949
"Brady House",40261,29993,sa3017694,WSN,3B,$2.00,$1.00,$1,$9,$1.70,32.203
"Aiva Arquette",47548,,sa3026235,"MIA AA",SS,$2.00,$2.00,$1,$3,$1.90,6.78
"Tomoyuki Sugano",46090,35321,sa3025685,COL,SP,$2.00,$2.00,$2,$2,$1.40,1.695
"Matt Wilkinson",44424,33760,sa3023171,SFG,SP/RP,$2.00,$1.00,$1,$6,$1.80,10.169
"Ryan Ward",37113,27449,sa1169792,"LAD AAA",1B/OF,$2.00,$2.00,$2,$2,$2.00,1.695
"Nathan Lukes",22782,18123,sa875215,TOR,OF,$2.00,$1.00,$1,$5,$1.70,6.78
"Owen Murphy",42491,31761,sa3020330,"ATL AAA",SP/RP,$2.00,$1.00,$1,$5,$1.70,6.78
"Taylor Walls",31969,22458,sa915802,TBR,SS,$2.00,$2.00,$2,$2,$2.00,1.695
"Rhys Hoskins",20350,16472,sa827179,CLE,1B,$2.00,$2.00,$1,$3,$1.40,3.39
"Max Muncy",40460,29779,sa3017290,ATH,2B/SS/3B,$2.00,$1.00,$1,$6,$2.00,18.644
"Cameron Cauley",40384,29710,sa3017167,TEX,2B/SS/OF,$2.00,$2.00,$1,$3,$1.33,3.39
"Angel Zerpa",25903,22717,sa3002993,MIL,RP,$2.00,$2.00,$2,$2,$1.20,1.695
"Keegan Akin",31714,19362,sa873980,BAL,RP,$2.00,$2.00,$1,$3,$1.00,3.39
"Kyle Isbel",33686,21614,sa3006861,KCR,OF,$2.00,$2.00,$2,$2,$1.30,1.695
"Tyler Callihan",37109,27497,sa1169610,"PIT AAA",1B/3B/OF,$2.00,$2.00,$2,$2,$1.14,1.695
"Adam Seminaris",38714,,sa3015010,"PHI AA",SP,$2.00,$2.00,$2,$2,$2.00,1.695
"Caden Bodine",47578,,sa3027305,"TBR AAA",C,$2.00,$2.00,$1,$4,$2.00,13.559
"Jacob Gonzalez",43973,33225,sa3022498,PIT,1B/2B/SS/3B,$2.00,$1.00,$1,$7,$2.50,22.034
"Seaver King",45770,,sa3025414,"WSN AAA",SS,$2.00,$1.50,$1,$6,$2.00,57.627
"Kahlil Watson",40263,29905,sa3017513,"CLE AAA",OF,$2.00,$2.00,$2,$2,$1.40,1.695
"Luisangel Acuna",36048,26548,sa3008765,CHW,2B/SS/OF,$2.00,$1.00,$1,$7,$1.50,10.169
"Emil Morales",44918,,sa3023887,"LAD A+",SS,$2.00,$1.50,$1,$4,$1.57,6.78
"Nick Mears",35865,25376,sa3008594,KCR,RP,$2.00,$2.00,$1,$3,$1.10,3.39
"Martin Perez",8147,6902,sa455689,ATL,SP,$1.97,$2.00,$1,$7,$2.00,54.237
"Eric Hartman",46395,,sa3067040,"ATL AA",2B/OF,$1.97,$1.00,$1,$8,$2.80,49.153
"Eduardo Valencia",34583,24574,sa3006622,DET,C/1B,$1.96,$1.00,$1,$6,$2.10,42.373
"Tyler Stephenson",22654,17988,sa874242,CIN,C,$1.95,$1.00,$1,$11,$1.40,69.492
"Jake McCarthy",34921,21622,sa3007015,COL,OF,$1.95,$1.00,$1,$5,$2.90,100
"Andres Gimenez",23705,19950,sa917114,TOR,2B/SS,$1.95,$1.00,$1,$9,$1.70,32.203
"Antonio Senzatela",23757,15488,sa657576,MIL,SP/RP,$1.95,$1.00,$1,$5,$1.40,32.203
"Erik Miller",37700,26252,sa3011336,BOS,RP,$1.93,$2.00,$1,$5,$2.00,94.915
"Cam Cannarella",47596,,sa3028360,"MIA AAA",OF,$1.92,$2.00,$1,$5,$2.00,22.034
"Clarke Schmidt",33679,19899,sa3007582,NYY,SP,$1.92,$1.00,$1,$9,$1.70,64.407
"Luis Rengifo",20291,19858,sa826671,SDP,2B/3B/OF,$1.92,$1.50,$1,$6,$1.90,20.339
"Brandon Marsh",23868,20202,sa917944,PHI,OF,$1.91,$1.00,$1,$6,$2.10,91.525
"Cam Caminiti",45950,,sa3025607,"ATL AA",SP,$1.90,$1.50,$1,$5,$1.70,16.949
"Nick Gonzales",38314,27490,sa3014510,PIT,2B/SS/3B,$1.90,$1.00,$1,$7,$2.40,100
"Grady Emerson",49806,,sa3077867,"TBR A",Util,$1.89,$1.00,$1,$6,$1.40,32.203
"Triston Casas",33651,22514,sa3007634,BOS,1B,$1.89,$1.00,$1,$7,$1.80,30.508
"Connor Norby",40284,29592,sa3017019,COL,1B/2B/3B,$1.88,$1.00,$1,$7,$2.30,42.373
"Victor Mesa Jr.",37309,25999,sa3010700,TBR,OF,$1.88,$1.00,$1,$4,$1.90,13.559
"AJ Blubaugh",42340,31764,sa3020112,HOU,SP/RP,$1.88,$1.50,$1,$4,$2.00,13.559
"Tyron Guerrero",13407,11691,sa551046,BOS,RP,$1.88,$2.00,$1,$4,$1.40,27.119
"Ryan Zeferjahn",37622,25420,sa3011217,CHC,RP,$1.87,$1.00,$1,$6,$1.60,52.542
"Justin Wrobleski",41926,31204,sa3019501,LAD,SP/RP,$1.87,$1.00,$1,$6,$2.30,89.831
"Kevin Alcantara",33677,25971,sa3008752,"CHC AAA",OF,$1.86,$1.00,$1,$4,$1.80,11.864
"Robert Gasser",40476,29812,sa3017310,MIL,SP,$1.86,$2.00,$1,$5,$1.60,47.458
"Sean Manaea",18257,15873,sa709610,NYM,SP/RP,$1.86,$1.00,$1,$6,$2.10,59.322
"Bo Davidson",44117,,sa3022706,"SFG AAA",OF,$1.86,$2.00,$1,$3,$2.10,11.864
"Keibert Ruiz",22219,19610,sa872528,WSN,C,$1.85,$1.00,$1,$9,$1.90,45.763
"Ty France",23201,17982,sa876140,SDP,1B,$1.85,$1.00,$1,$6,$2.30,55.932
"Jefferson Rojas",41322,,sa3018571,"NYM AA",2B/SS/3B,$1.83,$1.50,$1,$4,$1.63,10.169
"Andrew Kittredge",27995,12828,sa577676,BAL,RP,$1.83,$1.00,$1,$6,$1.50,10.169
"Edwin Arroyo",40674,29957,sa3017626,CIN,2B/SS,$1.83,$2.00,$1,$3,$1.80,10.169
"Calvin Faucher",26384,20116,sa3004013,MIA,RP,$1.83,$1.00,$1,$6,$1.90,50.847
"Troy Johnston",37458,26143,sa3010899,COL,1B/OF,$1.83,$1.00,$1,$5,$1.60,49.153
"Justin Slaten",37007,25648,sa3010309,BOS,RP,$1.82,$2.00,$1,$3,$1.80,18.644
"Jose Alvarado",29992,17780,sa656049,PHI,RP,$1.82,$2.00,$1,$4,$1.80,37.288
"Andrew Morris",42652,31891,sa3020569,MIN,SP/RP,$1.81,$1.00,$1,$11,$1.20,35.593
"Steven Cruz",26049,23165,sa3003140,KCR,RP,$1.80,$1.00,$1,$5,$1.00,8.475
"Dominic Smith",18300,15653,sa737502,ATL,1B/OF,$1.80,$2.00,$1,$3,$1.30,8.475
"Ben Casparius",40834,30085,sa3017886,LAD,RP,$1.80,$1.00,$1,$3,$1.30,8.475
"Jonathan Loaisiga",19197,19753,sa737372,ARI,RP,$1.80,$1.00,$1,$4,$1.10,8.475
"Jonah Heim",19360,16930,sa737843,ATH,C/1B,$1.80,$1.00,$1,$5,$1.50,8.475
"Josue Briceno",41335,,sa3018584,"DET AAA",C/1B,$1.80,$2.00,$1,$4,$1.90,33.898
"Edward Florentino",44975,,sa3023944,"PIT A+",OF,$1.80,$2.00,$1,$3,$1.70,50.847
"Dylan Smith",40948,30145,sa3018113,SFG,RP,$1.80,$1.00,$1,$4,$1.90,8.475
"Nolan Gorman",33623,22263,sa3007017,STL,2B/3B,$1.80,$2.00,$1,$3,$2.00,8.475
"Carson Kelly",23714,13620,sa657963,CHC,C,$1.79,$1.00,$1,$5,$1.40,55.932
"Patrick Sandoval",22876,19447,sa875337,BOS,SP,$1.79,$1.00,$1,$4,$2.00,23.729
"Bryan King",37210,25890,sa3010580,HOU,RP,$1.78,$1.00,$1,$4,$2.00,30.508
"Austin Wells",38317,27562,sa3014440,NYY,C,$1.78,$1.00,$1,$5,$1.70,15.254
"Zach McKinstry",33147,19392,sa918920,DET,2B/SS/3B/OF,$1.78,$1.00,$1,$4,$2.10,15.254
"Tyler Wells",32804,20000,sa918346,TBR,SP/RP,$1.77,$1.00,$1,$5,$1.60,89.831
"Dylan Lee",32719,19996,sa918185,ATL,RP,$1.77,$1.00,$1,$5,$2.70,96.61
"Jacob Webb",21315,19274,sa829328,CHC,RP,$1.76,$1.00,$1,$5,$1.90,42.373
"Alex Lange",27164,19883,sa3005280,KCR,RP,$1.75,$1.50,$1,$3,$1.50,6.78
